text	label
维吾尔族的传统节日有哪些？	0
蒙古族的特色美食是什么？	0
中国的非物质文化遗产有哪些？	0
京剧是中国国粹吗？	0
昆曲的代表作有哪些？	0
中国书法有几种主要字体？	0
水墨画的特点是什么？	0
如何办理结婚登记？	0
办理离婚手续需要哪些文件？	0
生育政策的最新调整是什么？	0
新生儿如何上户口？	0
学龄前儿童可以享受哪些政府补贴？	0
社区服务中心提供哪些便民服务？	0
如何查询本地区的政务服务大厅地址？	0
网上政务平台可以办理哪些业务？	0
“一网通办”指的是什么？	0
如何评价中国近年来的经济发展？	0
中国在环境保护方面做了哪些努力？	0
可持续发展战略的核心内容是什么？	0
国家对于粮食安全的保障措施有哪些？	0
中国共产党是什么时候成立的？	0
中国共产党的指导思想是什么？	0
人民代表大会制度是我国的根本政治制度吗？	0
中国人民政治协商会议的主要职能是什么？	0
民族区域自治制度是如何保障少数民族权益的？	0
“一国两制”的基本含义是什么？	0
中国坚持走和平发展道路的意义是什么？	0
构建人类命运共同体的理念是谁提出的？	0
中国在联合国中发挥着怎样的作用？	0
G20峰会的主要议题通常包括哪些？	0
亚太经合组织（APEC）的目标是什么？	0
金砖国家合作机制包括哪些国家？	0
上海合作组织的主要宗旨是什么？	0
《巴黎协定》的主要内容是什么？	0
中国在应对气候变化方面的承诺有哪些？	0
国家对科技创新的投入有多大？	0
科普教育的重要性体现在哪些方面？	0
如何提高全民科学素养？	0
图书馆是公共文化服务体系的重要组成部分吗？	0
博物馆的社会教育功能是什么？	0
体育强国建设的目标有哪些？	0
全民健身计划包括哪些内容？	0
北京冬奥会的举办理念是什么？	0
中国传统医学有哪些特色？	0
中药的煎煮方法有哪些讲究？	0
针灸治疗可以缓解哪些病症？	0
太极拳对身体健康有什么益处？	0
中国的茶文化有哪些特点？	0
请介绍一下龙井茶。	0
普洱茶的产地在哪里？	0
中国的酒文化源远流长吗？	0
白酒的香型有哪些分类？	0
中国的四大菜系是什么？	0
川菜的特点是麻辣吗？	0
粤菜以清淡著称吗？	0
鲁菜和淮扬菜各有什么特色？	0
中国的园林艺术有什么特点？	0
苏州园林的代表有哪些？	0
颐和园是皇家园林吗？	0
长城的防御作用体现在哪些方面？	0
大运河促进了古代哪些地区的经济文化交流？	0
丝绸之路的历史意义是什么？	0
郑和下西洋最远到达过哪里？	0
中国的改革开放是从哪一年开始的？	0
改革开放的总设计师是谁？	0
经济特区在改革开放中扮演了怎样的角色？	0
家庭联产承包责任制解决了什么问题？	0
国有企业改革的目标是什么？	0
社会主义市场经济体制是如何建立的？	0
加入世界贸易组织（WTO）对中国经济有何影响？	0
中国制造向中国创造转变的意义是什么？	0
创新驱动发展战略的核心是什么？	0
人才强国战略包括哪些举措？	0
乡村振兴战略的主要任务是什么？	0
城乡区域协调发展的重要性是什么？	0
生态文明建设的核心理念是什么？	0
“绿水青山就是金山银山”是谁提出的？	0
长江经济带发展规划的重点是什么？	0
黄河流域生态保护和高质量发展战略的目标是什么？	0
京津冀协同发展的主要内容是什么？	0
粤港澳大湾区建设的愿景是什么？	0
长三角一体化发展有哪些优势？	0
海南自由贸易港的政策有哪些特点？	0
西部大开发战略取得了哪些成就？	0
东北全面振兴的目标是什么？	0
中部地区崛起战略的重点是什么？	0
海洋强国战略包括哪些方面？	0
国家综合立体交通网规划纲要的内容是什么？	0
现代化经济体系建设的目标是什么？	0
高质量发展的内涵是什么？	0
共同富裕的目标是如何逐步实现的？	0
国家对于促进就业有哪些政策？	0
高校毕业生就业创业有哪些扶持？	0
农民工进城务工的权益如何保障？	0
社会保障体系包括哪些方面？	0
基本养老保险全国统筹的意义是什么？	0
医疗保障制度改革的方向是什么？	0
失业保险如何保障失业人员基本生活？	0
工伤保险的覆盖范围有多大？	0
生育保险对于职业女性有哪些保障？	0
住房公积金制度对解决住房问题有何帮助？	0
保障性住房体系包括哪些类型的住房？	0
城市更新行动的目标是什么？	0
老旧小区改造主要改善哪些方面？	0
海绵城市建设的理念是什么？	0
智慧城市建设如何提升城市管理水平？	0
数字政府建设对于提升政务服务效率有何作用？	0
国家大数据战略是什么？	0
个人信息保护法规定了哪些内容？	0
网络安全法对于维护国家网络主权有何意义？	0
未成年人保护法有哪些新的修订？	0
预防未成年人犯罪法强调了哪些原则？	0
家庭教育促进法对父母的责任有哪些规定？	0
反食品浪费法提倡什么？	0
野生动物保护法修订的背景是什么？	0
长江保护法是一部特别法吗？	0
中国的对外援助政策是怎样的？	0
南南合作指的是什么？	0
中国在国际维和行动中扮演什么角色？	0
中非合作论坛取得了哪些成果？	0
中国-东盟自由贸易区的发展如何？	0
区域全面经济伙伴关系协定（RCEP）何时生效？	0
孔子学院在文化交流中发挥什么作用？	0
中华优秀传统文化的传承与发展有何重要性？	0
红色旅游的意义是什么？	0
爱国主义教育基地有哪些类型？	0
社会主义核心价值观的内容是什么？	0
“四个自信”指的是什么？	0
“两个确立”的决定性意义是什么？	0
新时代中国特色社会主义思想的主要内容是什么？	0
全面建成小康社会的目标实现了吗？	0
第二个百年奋斗目标是什么？	0
中华民族伟大复兴的中国梦的内涵是什么？	0
国家安全体系和能力现代化指的是什么？	0
国家治理体系和治理能力现代化的目标是什么？	0
法治政府建设的重点是什么？	0
廉政建设和反腐败斗争的重要性是什么？	0
人民至上的执政理念体现在哪些方面？	0
什么是全过程人民民主？	0
基层社会治理的创新有哪些？	0
“枫桥经验”指的是什么？	0
平安中国建设的目标是什么？	0
扫黑除恶专项斗争取得了哪些成效？	0
国家应急管理体系建设进展如何？	0
防灾减灾救灾能力如何提升？	0
粮食和物资储备体系如何保障国家安全？	0
能源安全新战略的内容是什么？	0
碳达峰、碳中和目标是什么时候提出的？	0
国家公园体系建设的目的是什么？	0
生物多样性保护中国有哪些举措？	0
“绿盾”专项行动是针对什么的？	0
河长制、湖长制的实施效果如何？	0
土壤污染防治行动计划是什么？	0
大气污染防治攻坚战取得了哪些进展？	0
水污染防治行动计划的目标是什么？	0
公共卫生应急管理体系如何完善？	0
重大疫情防控救治体系建设的重点是什么？	0
分级诊疗制度是如何运作的？	0
家庭医生签约服务提供哪些内容？	0
普惠性学前教育资源如何扩大？	0
义务教育优质均衡发展的目标是什么？	0
职业教育发展的前景如何？	0
高等教育“双一流”建设是什么？	0
科技体制改革的目标是什么？	0
国家实验室体系建设进展如何？	0
关键核心技术攻关有何重要性？	0
知识产权强国建设纲要的主要内容是什么？	0
质量强国建设的目标是什么？	0
品牌强国战略如何实施？	0
标准化在经济社会发展中的作用是什么？	0
信用体系建设对于市场经济有何意义？	0
公平竞争审查制度是什么？	0
营商环境优化有哪些举措？	0
“放管服”改革的核心是什么？	0
政务服务“跨省通办”带来了哪些便利？	0
电子证照的推广应用有哪些好处？	0
我想了解一下本地的博物馆开放时间。	0
附近哪里可以接种新冠疫苗？	0
如何办理居住证？	0
本地的图书馆怎么走？	0
申请廉租房需要什么资格？	0
市民热线电话是多少？	0
本市有哪些文化惠民活动？	0
如何参与社区志愿者服务？	0
老年大学的报名方式是什么？	0
本区有哪些健身场所？	0
如何投诉商家价格欺诈？	0
我想咨询一下创业孵化器的入驻条件。	0
本市对引进人才有哪些奖励政策？	0
儿童公园的门票价格是多少？	0
如何查询最新的停水停电通知？	0
本市的空气质量指数是多少？	0
我想给政府提建议，通过什么渠道？	0
请问市长信箱的网址是什么？	0
本区的人民调解委员会在哪里？	0
如何申请临时困难救助？	0
中国的人均预期寿命是多少？	0
医保报销的比例是多少？	0
退休年龄有调整吗？	0
中国的探月工程叫什么名字？	0
“祝融号”是哪个国家的火星车？	0
国家对于生育三孩有哪些配套支持措施？	0
如何查询疫苗接种记录？	0
最近的核酸检测点在哪里？	0
办理营业执照的流程是怎样的？	0
个人如何申报税务？	0
最新的交通规则有哪些调整？	0
中国的世界文化遗产有哪些？	0
请介绍一下都江堰水利工程。	0
兵马俑是在哪个朝代制作的？	0
四大石窟指的是哪些？	0
中国有多少个民族？	0
“五个认同”具体指什么？	0
国家通用语言文字是什么？	0
推广普通话的意义是什么？	0
“绿水青山就是金山银山”理念的实践案例有哪些？	0
长江禁渔政策的目的是什么？	0
黄河生态廊道建设进展如何？	0
国家植物园在北京还是昆明？	0
东北虎豹国家公园的生态意义是什么？	0
大熊猫国家公园覆盖哪些省份？	0
三江源国家公园保护的是哪些河流的源头？	0
武夷山国家公园的特色是什么？	0
海南热带雨林国家公园的珍稀物种有哪些？	0
“双减”政策具体指什么？	0
课后服务主要包括哪些内容？	0
如何保障学生在校的体育锻炼时间？	0
美育和劳动教育在中小学课程中的地位如何？	0
“强基计划”的目标是什么？	0
“公费师范生”政策是什么？	0
乡村教师支持计划有哪些内容？	0
特殊教育资源如何保障？	0
终身学习体系建设的目标是什么？	0
老年教育资源有哪些？	0
社区教育如何开展？	0
国家奖学金的评选标准是什么？	0
国家助学金的发放对象是谁？	0
服兵役期间学费补偿政策是怎样的？	0
退役士兵安置政策有哪些？	0
军人抚恤优待条例的主要内容是什么？	0
双拥模范城（县）是如何评选的？	0
烈士纪念设施如何保护和管理？	0
英烈保护法的主要内容是什么？	0
中国人民抗日战争胜利纪念日是哪一天？	0
南京大屠杀死难者国家公祭日是哪一天？	0
国家宪法日是哪一天？	0
全民国家安全教育日是哪一天？	0
网络安全宣传周的主题是什么？	0
全国防灾减灾日是哪一天？	0
全国节能宣传周的目的是什么？	0
全国科普日有哪些活动？	0
世界环境日在中国有哪些纪念活动？	0
世界地球日的主题通常是什么？	0
国际消费者权益日是哪一天？	0
“3·15”晚会关注哪些问题？	0
食品安全法规定了哪些生产经营者责任？	0
药品管理法的主要内容是什么？	0
疫苗管理法如何保障疫苗安全？	0
献血法对献血者有哪些保护？	0
无偿献血可以享受哪些优待？	0
器官捐献的流程是怎样的？	0
红十字会的主要工作是什么？	0
慈善法对慈善组织有哪些规定？	0
志愿服务条例规范了哪些行为？	0
《共产党宣言》是什么时候发表的？	0
马克思主义中国化的最新成果是什么？	0
中国特色社会主义进入新时代有何标志？	0
“两个维护”指的是什么？	0
党的领导是中国特色社会主义最本质的特征吗？	0
政治建设在党的建设中的地位是什么？	0
思想建设是党的基础性建设吗？	0
组织建设如何服务于党的政治路线？	0
作风建设的核心问题是什么？	0
纪律建设的重点是什么？	0
制度建设贯穿于党的各项建设之中吗？	0
反腐败斗争取得了哪些压倒性胜利？	0
党内监督体系包括哪些方面？	0
国家监察体制改革的目标是什么？	0
巡视巡察制度的作用是什么？	0
中央八项规定的主要内容是什么？	0
“四风”问题具体指什么？	0
群众路线是党的生命线吗？	0
调查研究是谋事之基、成事之道吗？	0
“不忘初心、牢记使命”主题教育的成果有哪些？	0
党史学习教育的重点是什么？	0
中国梦的本质是什么？	0
“四个全面”战略布局是什么？	0
“五位一体”总体布局是什么？	0
新发展理念的核心内容是什么？	0
供给侧结构性改革的主要任务是什么？	0
需求侧管理如何与供给侧改革相结合？	0
国内大循环为主体、国内国际双循环相互促进的新发展格局是什么？	0
建设高标准市场体系的目标是什么？	0
要素市场化配置改革的重点是什么？	0
产权保护制度如何完善？	0
弘扬企业家精神有何重要性？	0
激发市场主体活力的政策有哪些？	0
全国统一大市场建设的目标是什么？	0
什么是“链长制”？	0
“专精特新”中小企业指的是什么？	0
数字经济的核心产业有哪些？	0
平台经济规范健康发展的意义是什么？	0
工业互联网创新发展战略是什么？	0
智能制造是制造业转型升级的主攻方向吗？	0
服务业高质量发展的重点领域有哪些？	0
现代物流体系建设如何支撑经济发展？	0
区域协调发展战略包括哪些内容？	0
主体功能区战略是什么？	0
新型城镇化战略的核心是以人为本吗？	0
农业转移人口市民化的政策有哪些？	0
城市群和都市圈建设的重点是什么？	0
县域经济发展的重要性是什么？	0
革命老区振兴发展有哪些政策支持？	0
民族地区发展有哪些特殊支持政策？	0
边境地区建设如何加强？	0
陆海统筹、山海互济的发展格局是什么？	0
海洋经济发展示范区有哪些？	0
可再生能源发展目标是什么？	0
清洁能源在能源结构中的比重如何提升？	0
节能减排的约束性指标有哪些？	0
循环经济发展模式是什么？	0
绿色低碳技术研发和推广有哪些支持？	0
生态补偿机制如何建立？	0
林长制的推行对森林资源保护有何作用？	0
草原生态保护补助奖励政策是什么？	0
湿地保护修复制度方案有哪些内容？	0
生物安全法的主要内容是什么？	0
国家公园等自然保护地体系建设的原则是什么？	0
应对气候变化国家战略是什么？	0
碳排放权交易市场如何运作？	0
绿色金融体系建设进展如何？	0
环境信息依法披露制度是什么？	0
中央生态环境保护督察解决了哪些问题？	0
美丽中国建设的目标是什么？	0
健康中国行动的主要任务是什么？	0
爱国卫生运动的新内涵是什么？	0
慢性病综合防控示范区建设标准是什么？	0
精神卫生服务体系如何完善？	0
职业病防治的重点是什么？	0
中医药传承创新发展的意见有哪些？	0
体育公园建设的指导意见是什么？	0
冰雪运动“南展西扩东进”战略是什么？	0
竞技体育后备人才培养体系如何构建？	0
反兴奋剂工作的原则是什么？	0
文化强国建设的目标是什么？	0
社会主义先进文化的发展方向是什么？	0
文艺作品如何反映时代精神？	0
公共文化服务标准化、均等化如何推进？	0
文化产业数字化战略是什么？	0
中华文明探源工程的进展如何？	0
古籍保护与利用的措施有哪些？	0
大运河文化带建设的重点是什么？	0
长城国家文化公园建设的意义是什么？	0
长征国家文化公园的规划是什么？	0
黄河国家文化公园的特色是什么？	0
红色基因如何传承？	0
新时代公民道德建设实施纲要的内容是什么？	0
诚信建设工程是什么？	0
学雷锋志愿服务活动如何常态化？	0
网络文明建设的重要性是什么？	0
家庭家教家风建设的指导意见是什么？	0
未成年人思想道德建设的重点是什么？	0
青少年法治教育大纲的内容是什么？	0
国家通用手语和通用盲文推广方案是什么？	0
教育强国建设的目标是什么？	0
基础教育综合改革的重点是什么？	0
学前教育普惠保障行动是什么？	0
义务教育薄弱环节改善与能力提升项目是什么？	0
普通高中多样化有特色发展的支持政策有哪些？	0
职业本科教育试点进展如何？	0
产教融合、校企合作如何深化？	0
“双高计划”指的是什么？	0
研究生教育改革发展有哪些举措？	0
“破五唯”教育评价改革是什么？	0
教师队伍建设改革的重点是什么？	0
师德师风建设长效机制是什么？	0
教育对外开放的政策是什么？	0
汉语国际教育发展规划是什么？	0
科技强国建设的目标是什么？	0
国家中长期科学和技术发展规划是什么？	0
基础研究十年行动方案（2021—2030年）的内容是什么？	0
新型举国体制在科技攻关中的优势是什么？	0
科研经费管理改革有哪些新举措？	0
科技成果转化和产业化的激励政策是什么？	0
科创板对于支持科技企业有何作用？	0
高新技术企业认定标准是什么？	0
科技型中小企业评价办法是什么？	0
国家技术创新中心的定位是什么？	0
众创空间、孵化器等创业载体如何发展？	0
科普法修订的主要内容是什么？	0
科学家精神的核心内涵是什么？	0
院士制度改革的方向是什么？	0
青年科技人才培养计划有哪些？	0
国际科技合作如何拓展？	0
平安中国建设的战略目标是什么？	0
市域社会治理现代化试点如何开展？	0
城乡社区治理服务体系如何完善？	0
社会组织在社会治理中的作用是什么？	0
社会工作专业人才队伍建设如何加强？	0
信访工作条例的主要内容是什么？	0
矛盾纠纷多元化解机制是什么？	0
公共法律服务体系建设的目标是什么？	0
司法责任制改革的核心是什么？	0
认罪认罚从宽制度的适用范围是什么？	0
少捕慎诉慎押刑事司法政策是什么？	0
社区矫正法的主要内容是什么？	0
禁毒人民战争的成果有哪些？	0
反恐怖主义法的主要内容是什么？	0
国家应急广播体系建设进展如何？	0
安全生产责任体系如何健全？	0
自然灾害防治九项重点工程是什么？	0
国家综合性消防救援队伍的职责是什么？	0
国防和军队现代化的目标是什么？	0
军民融合发展战略如何实施？	0
退役军人服务保障体系建设进展如何？	0
国民经济动员体系如何完善？	0
人民防空建设的重点是什么？	0
“一国两制”实践取得了哪些成就？	0
港澳融入国家发展大局的政策有哪些？	0
坚持“九二共识”、反对“台独”的重要性是什么？	0
推动两岸关系和平发展、融合发展的举措有哪些？	0
人类卫生健康共同体的理念是什么？	0
中国参与全球气候治理的立场是什么？	0
多边主义的内涵是什么？	0
推动构建开放、包容、普惠、平衡、共赢的经济全球化是什么意思？	0
中国的对外政策是什么？	0
我可以在哪里找到最新的政府工作报告？	0
如何查询国家法律法规？	0
中国共产党有多少党员？	0
人民代表大会的代表是如何产生的？	0
中国有哪些民主党派？	0
多党合作和政治协商制度是怎样的？	0
民族区域自治地方有哪些自治权？	0
宗教信仰自由政策是如何规定的？	0
华侨在国内的权益如何保障？	0
归侨侨眷的身份如何认定？	0
外国人在中国就业需要办理哪些手续？	0
外国人如何申请中国永久居留？	0
中国的领事保护服务有哪些？	0
“12308”外交部全球领事保护与服务应急热线是什么？	0
中国参与的国际条约有哪些？	0
联合国可持续发展目标是什么？	0
中国对联合国维和行动的贡献有哪些？	0
中国国际进口博览会的举办地在哪里？	0
中国进出口商品交易会（广交会）每年举办几次？	0
中国国际服务贸易交易会（服贸会）关注哪些领域？	0
博鳌亚洲论坛的宗旨是什么？	0
世界互联网大会乌镇峰会的主题是什么？	0
数字中国建设峰会聚焦哪些内容？	0
中国的国家公园名录有哪些？	0
请介绍一下中国的载人航天工程。	0
北斗卫星导航系统的应用领域有哪些？	0
中国的超级计算机发展水平如何？	0
量子信息技术的研究进展如何？	0
人工智能伦理规范有哪些？	0
大数据安全管理的重要性是什么？	0
云计算服务有哪些类型？	0
物联网技术在智慧城市中的应用有哪些？	0
区块链技术可以用于哪些方面？	0
元宇宙概念与现有技术有何关联？	0
中国传统节日法定假日是如何安排的？	0
除夕是法定假日吗？	0
调休制度是如何运作的？	0
带薪年休假条例规定了几天假期？	0
探亲假的具体规定是什么？	0
婚假、产假、陪产假国家有统一标准吗？	0
中国的劳动合同法有哪些重要规定？	0
试用期最长可以多久？	0
无固定期限劳动合同的签订条件是什么？	0
经济补偿金的计算标准是什么？	0
劳务派遣有哪些规定？	0
非全日制用工的特点是什么？	0
最低工资标准是如何确定的？	0
工资集体协商制度是什么？	0
社会保险费率是多少？	0
住房公积金的缴存比例是如何规定的？	0
我想了解一下最新的疫情防控政策。	0
健康码和行程码的作用是什么？	0
入境中国的隔离政策是怎样的？	0
高风险地区和低风险地区是如何划分的？	0
疫苗加强针有必要打吗？	0
如果出现发热、咳嗽等症状应该怎么办？	0
居家隔离期间需要注意什么？	0
公共场所的防疫要求有哪些？	0
冷链食品的防疫措施是什么？	0
个人如何做好日常防疫？	0
如何办理新生儿医保？	0
老年人免费乘坐公交车的年龄限制是多少？	0
本市有哪些著名的红色旅游景点？	0
如何预约参观国家博物馆？	0
请问“中国天眼”指的是什么？	0
中国第一艘航空母舰叫什么名字？	0
“奋斗者”号深潜器最大下潜深度是多少？	0
国家对集成电路产业发展有哪些扶持政策？	0
什么是“东数西算”工程？	0
中国的光伏产业发展情况如何？	0
风力发电在中国的占比是多少？	0
新能源汽车的补贴政策会持续多久？	0
如何申请充电桩安装？	0
国家对老旧汽车报废有哪些补贴？	0
交通一卡通可以在哪些城市使用？	0
如何查询我的征信报告？	0
个人破产制度在中国有试点吗？	0
《反垄断法》修订的主要内容是什么？	0
什么是“数字税”？	0
跨境电商的税收政策是怎样的？	0
中国（上海）自由贸易试验区有哪些创新举措？	0
海南自由贸易港的建设目标是什么？	0
粤港澳大湾区“跨境理财通”是什么？	0
中欧班列的运行情况如何？	0
西部陆海新通道建设的意义是什么？	0
京津冀协同发展取得了哪些标志性成果？	0
长三角生态绿色一体化表示范区在哪里？	0
黄河流域的九个省区是哪些？	0
长江经济带覆盖哪些省市？	0
“一带一路”沿线有多少个国家和地区参与？	0
亚洲基础设施投资银行的总部在哪里？	0
丝路基金的主要投资方向是什么？	0
中国提出的全球发展倡议的主要内容是什么？	0
中国提出的全球安全倡议的核心理念是什么？	0
什么是“金砖+”合作模式？	0
上海合作组织成员国有哪些？	0
中国在联合国维和行动中派遣了多少人员？	0
中国是联合国安理会常任理事国吗？	0
中国恢复在联合国合法席位是哪一年？	0
万隆会议提出了什么重要原则？	0
和平共处五项原则是什么时候提出的？	0
“求同存异”方针是谁提出的？	0
“乒乓外交”发生在哪个时期？	0
中美建交是哪一年？	0
《中日和平友好条约》是什么时候签订的？	0
中国-东盟建立对话关系有多少年了？	0
中国对非洲发展的援助主要集中在哪些领域？	0
南南合作与南北对话有何区别？	0
什么是全球治理体系改革？	0
中国在世贸组织改革中的立场是什么？	0
《区域全面经济伙伴关系协定》（RCEP）对区域经济有何影响？	0
中国申请加入《全面与进步跨太平洋伙伴关系协定》（CPTPP）的进展如何？	0
“人类命运共同体”理念在国际上获得了怎样的认可？	0
中国在应对全球气候变化方面的具体措施有哪些？	0
“碳达峰”和“碳中和”目标对中国经济转型有何要求？	0
国家公园体制试点取得了哪些经验？	0
中国的自然保护地体系是如何分类的？	0
“绿盾”行动主要针对哪些自然保护地？	0
退耕还林还草工程取得了哪些生态效益？	0
三北防护林体系工程的建设周期是多久？	0
天然林保护工程的核心内容是什么？	0
湿地保护与恢复的重要性体现在哪里？	0
生物多样性公约第十五次缔约方大会（COP15）在中国哪个城市举办？	0
中国特有的珍稀濒危野生动物有哪些？	0
《国家重点保护野生动物名录》是如何调整的？	0
外来入侵物种的防治措施有哪些？	0
海洋生态环境保护的重点是什么？	0
赤潮和绿潮是什么现象？	0
垃圾分类的“四分法”具体指什么？	0
“无废城市”建设试点进展如何？	0
快递包装绿色转型有哪些要求？	0
塑料污染治理行动方案的主要目标是什么？	0
新污染物治理行动方案关注哪些物质？	0
环境影响评价制度是如何运作的？	0
排污许可制度的核心是什么？	0
生态环境损害赔偿制度如何实施？	0
中央生态环境保护督察解决了哪些突出问题？	0
“河长制”“湖长制”之后又推行了什么制度？（提示：林长制）	0
国家水网建设规划的主要内容是什么？	0
南水北调工程东线、中线、西线的概况如何？	0
节水行动方案的目标是什么？	0
农业用水的效率如何提高？	0
工业废水处理的技术有哪些？	0
城市黑臭水体治理的标准是什么？	0
农村人居环境整治提升行动包括哪些内容？	0
“厕所革命”在农村取得了哪些进展？	0
生活垃圾焚烧发电的环保标准是什么？	0
土壤污染风险管控标准是什么？	0
农用地土壤污染状况详查结果如何？	0
建设用地土壤污染风险评估的流程是怎样的？	0
食品安全“四个最严”指的是什么？	0
进口食品的检验检疫流程是怎样的？	0
农产品质量安全追溯体系如何建立？	0
“明厨亮灶”工程是什么？	0
校园食品安全守护行动有哪些措施？	0
药品集中采购和使用试点（“集采”）的目的是什么？	0
仿制药一致性评价是什么意思？	0
罕见病用药保障机制如何建立？	0
中医“治未病”的理念是什么？	0
中医药在抗击新冠疫情中发挥了哪些作用？	0
国家基本公共服务标准涵盖哪些领域？	0
普惠性幼儿园的认定标准是什么？	0
义务教育阶段“控辍保学”的目标是什么？	0
普通高中新课程新教材实施方案有哪些特点？	0
职业教育“1+X”证书制度是什么？	0
高职扩招专项工作的背景是什么？	0
“双一流”建设高校的动态调整机制是怎样的？	0
学科评估对于高校发展有何影响？	0
研究生导师立德树人职责是什么？	0
国家智慧教育平台提供哪些资源？	0
教育数字化战略行动计划的目标是什么？	0
教师资格考试制度是如何改革的？	0
师范生公费教育政策有哪些调整？	0
乡村教师生活补助政策如何落实？	0
“国培计划”是什么？	0
终身职业技能培训制度如何建立？	0
技能人才评价制度改革方向是什么？	0
世界技能大赛中国代表团取得了哪些成绩？	0
科普中国品牌有哪些活动？	0
科技工作者日是哪一天？	0
国家最高科学技术奖的奖励对象是谁？	0
“卡脖子”技术攻关项目有哪些进展？	0
新型研发机构的特点是什么？	0
科技成果赋权改革是什么意思？	0
国家技术转移体系建设的目标是什么？	0
知识产权质押融资如何帮助企业？	0
专利导航在产业发展中的作用是什么？	0
地理标志产品如何保护？	0
著作权集体管理组织有哪些？	0
反不正当竞争法禁止哪些行为？	0
商业秘密保护的措施有哪些？	0
中国国际专利申请量情况如何？	0
“十四五”规划纲要中关于科技创新的目标是什么？	0
国家战略科技力量包括哪些组成部分？	0
企业在科技创新中的主体地位如何体现？	0
“揭榜挂帅”制度是如何运作的？	0
“赛马”机制在科研项目管理中的应用是怎样的？	0
青年科学家项目的支持力度如何？	0
弘扬科学家精神的具体举措有哪些？	0
科研诚信建设“零容忍”指的是什么？	0
人类遗传资源管理条例的核心内容是什么？	0
实验动物福利伦理要求有哪些？	0
科技伦理治理体系建设的目标是什么？	0
“人工智能治理原则”有哪些？	0
“互联网+政务服务”的内涵是什么？	0
全国一体化政务服务平台的功能有哪些？	0
“一窗受理、集成服务”改革是什么？	0
电子印章和电子签名的法律效力如何？	0
政府数据开放共享的原则是什么？	0
“城市大脑”在城市管理中的应用案例有哪些？	0
社会信用体系建设示范城市有哪些？	0
“信易贷”是什么？	0
守信联合激励和失信联合惩戒机制是如何运作的？	0
个人诚信记录如何查询？	0
“断卡”行动是针对什么犯罪的？	0
电信网络诈骗的常见手法有哪些？	0
如何防范养老诈骗？	0
国家反诈中心APP有哪些功能？	0
《中华人民共和国反电信网络诈骗法》何时施行？	0
民法典中关于隐私权和个人信息保护的规定有哪些？	0
数据安全法强调了哪些数据处理者的义务？	0
关键信息基础设施安全保护条例的核心是什么？	0
《网络安全审查办法》的适用范围是什么？	0
未成年人网络保护条例草案有哪些亮点？	0
“清朗”系列专项行动整治了哪些网络乱象？	0
网络谣言的法律责任是什么？	0
互联网信息服务算法推荐管理规定有哪些要求？	0
直播营销行为规范对主播有哪些约束？	0
